sa2_code,sa2_name,businesses_per_1000,stops_per_1000,schools_per_1000_young,pois_per_1000,z_businesses_per_1000,z_stops_per_1000,z_schools_per_1000_young,z_pois_per_1000,final_score
119011354,Bass Hill - Georges Hall,90.71184177584912,352,0.0,221,-0.4119856953855546,3.082984411651565,0,1.1045222909318688,0.9775886402696423
119011355,Chullora,491.89189189189193,44,0.0,71,5.6014321796871105,-1.3531968953602809,0,-0.5894458111207479,0.9748834142317075
119041377,Kingsgrove (South) - Bardwell Park,106.76622276960973,196,0.0,384,-0.17134137218657738,0.8360873860221885,0,2.9453009618290458,0.9736618850651315
119011356,Condell Park,217.42868307932787,233,0.0,140,1.4874141335607594,1.369005270306079,0,0.18977951582345584,0.9546181390601726
119031374,South Hurstville - Blakehurst,105.79156659711013,213,0.0,311,-0.18595080964006902,1.0809415490715435,0,2.120903152163439,0.9532870168129133
119031372,Peakhurst - Lugarno,118.45417304180445,267,0.0,184,0.0038531048803807796,1.8587135964047892,0,0.6866768257588901,0.9275226776716784
119041668,Arncliffe - Bardwell Valley,100.11410726082518,85,0.0,417,-0.27105208884859083,-0.7626662668294834,0,3.3179739442806215,0.9075646723631143
119041382,Sans Souci - Ramsgate,112.30427740116383,173,0.0,265,-0.08832967530662661,0.5048141066024726,0,1.6014196008673032,0.8826641075940652
119011361,Yagoona - Birrong,84.9867139061116,221,0.0,166,-0.4978014937010441,1.1961670375653577,0,0.4834006535125761,0.765265222133999
119011655,Greenacre - North,126.68390257177848,218,0.0,73,0.1272111897309219,1.1529574793801773,0,-0.5668595697600463,0.6711319370670435
119021366,Punchbowl,133.8005440545899,210,0.0,60,0.2338848368647789,1.0377319908863631,0,-0.7136701386046064,0.6359773107876601
119021662,Earlwood,106.79341783411162,159,0.0,150,-0.17093373654531818,0.3031695017382979,0,0.30271072262696364,0.6070542233818693
119011572,Bankstown - South,145.13513513513513,162,0.0,85,0.40378269841266623,0.34637905992347817,0,-0.43134212159583696,0.5790365616737447
119021663,Kingsgrove - North,155.44206830513886,69,0.0,188,0.5582766622669304,-0.9931172438171116,0,0.7318493084802932,0.5737111129250757
119011571,Bankstown - North,132.25806451612902,125,0.0,146,0.21076411083208757,-0.18653882436041241,0,0.2575382399055605,0.5699785227935811
119021362,Belmore - Belfield,99.3874050477824,180,0.0,117,-0.2819448639915779,0.6056364090345601,0,-0.06996225982461206,0.5630941912302743
119011360,Revesby,77.86561264822134,208,0.0,103,-0.6045419898498762,1.0089256187629096,0,-0.22806594934952296,0.5439655789804498
119041381,Rockdale - Banksia,113.91835101060636,122,0.0,164,-0.064135802525821,-0.22974838254559274,0,0.4608144121518745,0.5416359171428651
119041380,Monterey - Brighton-le-Sands - Kyeemagh,116.97462074915522,161,0.0,95,-0.01832438425734701,0.33197587386175137,0,-0.3184109147923292,0.4988101459490786
119011658,Panania (South) - Picnic Point,77.19210592055958,153,0.0,138,-0.614637400611033,0.21675038536793723,0,0.16719327446275428,0.44258099061901823
119011358,Padstow,99.2215638433833,155,0.0,98,-0.2844307115871118,0.24555675749139078,0,-0.28453155275127684,0.41984602467888116
119021573,Lakemba,148.36312978871604,122,0.0,61,0.45216815712345615,-0.22974838254559274,0,-0.7023770179242557,0.38226222164270646
119021367,Roselands,98.80013712718547,185,0.0,45,-0.2907476133061384,0.6776523393431939,0,-0.8830669488098681,0.3784429836480393
119011657,Panania (North) - Milperra,66.49661359838156,133,0.0,145,-0.7749556036081262,-0.07131333586659823,0,0.24624511922520972,0.3543382440954202
119031666,Mortdale - Oatley,72.17125382262996,113,0.0,137,-0.6898965809841666,-0.35937705710113366,0,0.15590015378240352,0.29041414959259987
119011656,Greenacre - South,122.95447783397798,111,0.0,72,0.07130963287249703,-0.3881834292245872,0,-0.5781526904403971,0.290073627185727
119041379,Kogarah Bay - Carlton - Allawah,93.36700129334237,119,0.0,100,-0.37218664830172077,-0.27295794073077306,0,-0.2619453113905753,0.2875957025600818
119031664,Hurstville - Central,171.3744544181833,72,0.0,56,0.7970923646355502,-0.9499076856319314,0,-0.7588426213260095,0.28666069081182627
119041670,Bexley - South,78.11515686027467,149,0.0,81,-0.6008014907274788,0.15913764112103013,0,-0.4765146043172401,0.28532919220567265
119041669,Bexley - North,94.67572089361283,116,0.0,96,-0.3525698257916085,-0.31616749891595336,0,-0.3071177941119784,0.27371499242213027
119031665,Hurstville - North,102.69735214055926,126,0.0,61,-0.23233099359226,-0.17213563829868564,0,-0.7023770179242557,0.2484597979711004
119031370,Narwee - Beverly Hills,86.92190779474561,132,0.0,71,-0.46879424491517596,-0.085716521928325,0,-0.5894458111207479,0.2415946693305676
119041378,Kogarah,128.76419913089885,72,0.0,90,0.15839342950193774,-0.9499076856319314,0,-0.3748765181940831,0.23750798826145744
